,pid,rank,name,link,points_moved,tourneys_played,points_losing,points_gaining
875,dh18,875,Guy Den Heijer,/en/players/guy-den-heijer/dh18/overview,-,15,-,-
876,s0t1,876,Joao Eduardo Schiessl,/en/players/joao-eduardo-schiessl/s0t1/overview,-,16,-,-
877,v0g6,877,Leo Vithoontien,/en/players/leo-vithoontien/v0g6/overview,-,17,-,-
878,z09f,878,Patrick Zahraj,/en/players/patrick-zahraj/z09f/overview,+1,18,-,-
879,sy74,879,Manish Sureshkumar,/en/players/manish-sureshkumar/sy74/overview,-,18,-,-
880,mn23,880,Aleksandre Metreveli,/en/players/aleksandre-metreveli/mn23/overview,-,20,-,-
881,bp44,881,Gage Brymer,/en/players/gage-brymer/bp44/overview,-,23,-,-
882,p0hy,882,Samuele Pieri,/en/players/samuele-pieri/p0hy/overview,-,24,1,-
883,bv08,883,Boris Butulija,/en/players/boris-butulija/bv08/overview,-,25,-,-
884,b0q9,884,Andrea Bacaloni,/en/players/andrea-bacaloni/b0q9/overview,-,25,-,-
885,kd43,885,Arjun Kadhe,/en/players/arjun-kadhe/kd43/overview,-,4,-,-
886,sz28,886,Kyle Seelig,/en/players/kyle-seelig/sz28/overview,-16,4,8,-
887,pl80,887,Bogdan Pavel,/en/players/bogdan-pavel/pl80/overview,-,10,-,-
888,ac84,888T,Collin Altamirano,/en/players/collin-altamirano/ac84/overview,-,15,-,-
889,b0gi,888T,Alexandr Binda,/en/players/alexandr-binda/b0gi/overview,-,15,-,-
890,tg42,890,Louis Tessa,/en/players/louis-tessa/tg42/overview,+1,17,-,-
891,s0sd,891,Jasza Szajrych,/en/players/jasza-szajrych/s0sd/overview,-,19,-,-
892,gc17,892,Oscar Jose Gutierrez,/en/players/oscar-jose-gutierrez/gc17/overview,-1,24,-,-
893,t0af,893,Fermin Tenti,/en/players/fermin-tenti/t0af/overview,-,30,1,-
894,re27,894,Simone Roncalli,/en/players/simone-roncalli/re27/overview,-4,7,-,-
895,v0g2,895,Amit Vales,/en/players/amit-vales/v0g2/overview,-,8,-,-
896,c0dp,896,Jayden Court,/en/players/jayden-court/c0dp/overview,-,10,-,-
897,m0te,897,Pavle Marinkov,/en/players/pavle-marinkov/m0te/overview,-,10,-,-
898,m0en,898,Manuel Mazza,/en/players/manuel-mazza/m0en/overview,-,10,-,-
899,n0bu,899,Daniel Antonio Nunez,/en/players/daniel-antonio-nunez/n0bu/overview,-,11,-,-
900,z0cq,900,Yi Zhou,/en/players/yi-zhou/z0cq/overview,-,12,-,-
901,hb31,901,Johannes Haerteis,/en/players/johannes-haerteis/hb31/overview,-,14,-,-
902,d0io,902,Tuncay Duran,/en/players/tuncay-duran/d0io/overview,-,16,-,-
903,t0hm,903,Vito Tonejc,/en/players/vito-tonejc/t0hm/overview,-,16,-,-
904,w09x,904,Benjamin Winter Lopez,/en/players/benjamin-winter-lopez/w09x/overview,-,17,-,-
905,wb36,905,Chukang Wang,/en/players/chukang-wang/wb36/overview,-,17,-,-
906,ph77,906,David Poljak,/en/players/david-poljak/ph77/overview,-,17,-,-
907,bp74,907,Aleksandre Bakshi,/en/players/aleksandre-bakshi/bp74/overview,+1,17,-,-
908,l0gr,908,Juan Manuel La Serna,/en/players/juan-manuel-la-serna/l0gr/overview,-,19,-,-
909,s0lr,909,John Sperle,/en/players/john-sperle/s0lr/overview,+1,19,-,-
910,d0db,910,Pierre Delage,/en/players/pierre-delage/d0db/overview,-1,25,-,-
911,o09t,911,Kosuke Ogura,/en/players/kosuke-ogura/o09t/overview,-,27,-,-
912,w0ba,912,Siem Woldeab,/en/players/siem-woldeab/w0ba/overview,-,2,-,-
913,d0hj,913,Branko Djuric,/en/players/branko-djuric/d0hj/overview,-,5,-,-
914,d0ly,914,Emilien Demanet,/en/players/emilien-demanet/d0ly/overview,-,6,-,-
915,s0uv,915,Rei Sakamoto,/en/players/rei-sakamoto/s0uv/overview,+2,10,2,-
916,o0br,916,Daniil Ostapenkov,/en/players/daniil-ostapenkov/o0br/overview,-,10,-,-
917,sy00,917,Christian Sigsgaard,/en/players/christian-sigsgaard/sy00/overview,-3,11,-,-
918,l0ip,918,Jack Loutit,/en/players/jack-loutit/l0ip/overview,-,12,-,-
919,r0f6,919,Francisco Rocha,/en/players/francisco-rocha/r0f6/overview,+1,13,-,-
920,b0pe,920,Federico Bondioli,/en/players/federico-bondioli/b0pe/overview,-,13,-,-
921,y235,921,Jumpei Yamasaki,/en/players/jumpei-yamasaki/y235/overview,-,13,-,-
922,y223,922,Fernando Yamacita,/en/players/fernando-yamacita/y223/overview,-,14,-,-
923,r09t,923,Alexandre Reco,/en/players/alexandre-reco/r09t/overview,-,15,-,-
924,b0i2,924,Kalman L. Boyd,/en/players/kalman-l.-boyd/b0i2/overview,-,15,-,-
925,s0gu,925,Yannik Steinegger,/en/players/yannik-steinegger/s0gu/overview,+2,17,-,-
926,p0cy,926,Stefan Palosi,/en/players/stefan-palosi/p0cy/overview,-,17,-,-
927,p0kj,927,Derek Pham,/en/players/derek-pham/p0kj/overview,-,18,-,-
928,b0ha,928,Daniel Bagnolini,/en/players/daniel-bagnolini/b0ha/overview,+1,18,-,-
929,b0g4,929,Gabriele Bosio,/en/players/gabriele-bosio/b0g4/overview,+1,18,-,-
930,l0ga,930,Tomas Lanik,/en/players/tomas-lanik/l0ga/overview,-,21,-,-
931,p0mg,931,Raphael Perot,/en/players/raphael-perot/p0mg/overview,-,2,-,-
932,mh30,932,John Millman,/en/players/john-millman/mh30/overview,-,2,-,-
933,mm66,933,Nikola Milojevic,/en/players/nikola-milojevic/mm66/overview,-5,5,14,-
934,mw39,934,Mirko Martinez,/en/players/mirko-martinez/mw39/overview,-,7,-,-
935,o0ci,935,Oliver Ojakaar,/en/players/oliver-ojakaar/o0ci/overview,-,8,-,-
936,b0i6,936,Samir Banerjee,/en/players/samir-banerjee/b0i6/overview,-,11,-,-
937,k0el,937,Alexander Kotzen,/en/players/alexander-kotzen/k0el/overview,-,12,-,-
938,d0en,938,Gian Matias Di Natale,/en/players/gian-matias-di-natale/d0en/overview,-,13,-,-
939,c0ds,939,Thanapet Chanta,/en/players/thanapet-chanta/c0ds/overview,-,13,-,-
940,ki91,940,Koray Kirci,/en/players/koray-kirci/ki91/overview,-,16,-,-
941,c09t,941,Rrezart Cungu,/en/players/rrezart-cungu/c09t/overview,-,17,1,-
942,f0e4,942,Luca Fantini,/en/players/luca-fantini/f0e4/overview,-,19,-,-
943,z0c3,943,Maxim Zhukov,/en/players/maxim-zhukov/z0c3/overview,-,20,-,-
944,dh46,944,Alexander Donski,/en/players/alexander-donski/dh46/overview,-1,21,1,-
945,sz36,945,Niklas Schell,/en/players/niklas-schell/sz36/overview,-,25,-,-
946,v0e3,946,Jeffrey Von Der Schulenburg,/en/players/jeffrey-von-der-schulenburg/v0e3/overview,-,4,-,-
947,z363,947,Marcelo Zormann,/en/players/marcelo-zormann/z363/overview,-,5,-,-
948,m0to,948,Mae Malige,/en/players/mae-malige/m0to/overview,-,9,-,-
949,h0hs,949,Matt Hulme,/en/players/matt-hulme/h0hs/overview,-,12,-,-
950,c0gg,950,Keshav Chopra,/en/players/keshav-chopra/c0gg/overview,-,13,-,-
951,f902,951,Jesse Flores,/en/players/jesse-flores/f902/overview,-5,14,-,-
952,m0cd,952,Marco Miceli,/en/players/marco-miceli/m0cd/overview,-1,15,-,-
953,s0iv,953,Paulo Andre Saraiva Dos Santos,/en/players/paulo-andre-saraiva-dos-santos/s0iv/overview,-,16,-,-
954,n0ca,954,Nikolay Nedelchev,/en/players/nikolay-nedelchev/n0ca/overview,-,19,-,-
955,p0cu,955,Bruno Pujol Navarro,/en/players/bruno-pujol-navarro/p0cu/overview,-1,21,-,-
956,bg23,956,Nikoloz Basilashvili,/en/players/nikoloz-basilashvili/bg23/overview,-6,7,-,-
957,bh02,957,Sekou Bangoura,/en/players/sekou-bangoura/bh02/overview,-,6,1,-
958,a0ih,958T,Jack Anthrop,/en/players/jack-anthrop/a0ih/overview,-,7,-,-
959,h0eb,958T,Hunter Heck,/en/players/hunter-heck/h0eb/overview,-,7,-,-
960,i327,960,Guy Orly Iradukunda,/en/players/guy-orly-iradukunda/i327/overview,-,7,-,-
961,m0v5,961,Marc Majdandzic,/en/players/marc-majdandzic/m0v5/overview,-,7,-,-
962,v0em,962,Fons Van Sambeek,/en/players/fons-van-sambeek/v0em/overview,-,11,-,-
963,k0ga,963,Igor Kudriashov,/en/players/igor-kudriashov/k0ga/overview,-,11,-,-
964,gb41,964,Juan Sebastian Gomez,/en/players/juan-sebastian-gomez/gb41/overview,-,12,-,-
965,m0sc,965,Hayato Matsuoka,/en/players/hayato-matsuoka/m0sc/overview,-,14,-,-
966,ag60,966,Kareem Al Allaf,/en/players/kareem-al-allaf/ag60/overview,-,15,-,-
967,ci19,967,A.J. Catanzariti,/en/players/a.j.-catanzariti/ci19/overview,-,16,-,-
968,fc39,968,Quentin Folliot,/en/players/quentin-folliot/fc39/overview,-,16,-,-
969,z366,969,Matias Zukas,/en/players/matias-zukas/z366/overview,-,16,1,-
970,v0cs,970,Jake Van Emburgh,/en/players/jake-van-emburgh/v0cs/overview,-,17,-,-
971,u0a3,971,Matthias Ujvary,/en/players/matthias-ujvary/u0a3/overview,-,18,-,-
972,z09w,972,Leopold Zima,/en/players/leopold-zima/z09w/overview,-,21,-,-
973,s0gf,973,Maik Steiner,/en/players/maik-steiner/s0gf/overview,+1,23,-,-
974,r0ai,974,Stefano Reitano,/en/players/stefano-reitano/r0ai/overview,-,24,-,-
975,w725,975,Paul Woerner,/en/players/paul-woerner/w725/overview,-,25,-,-
976,rc96,976,Noah Rubin,/en/players/noah-rubin/rc96/overview,-,4,-,-
977,i426,977,Masamichi Imamura,/en/players/masamichi-imamura/i426/overview,-,6,-,-
978,l0de,978,Raphael Lambling,/en/players/raphael-lambling/l0de/overview,-,7,-,-
979,k0ht,979,Elgin Khoeblal,/en/players/elgin-khoeblal/k0ht/overview,-,8,-,-
980,s0ik,980,Tyler Stice,/en/players/tyler-stice/s0ik/overview,-,8,-,-
981,pj17,981,Boris Pokotilov,/en/players/boris-pokotilov/pj17/overview,-,10,-,-
982,c0jx,982T,Sean Cuenin,/en/players/sean-cuenin/c0jx/overview,-,11,-,-
983,l0bh,982T,Jaycer Lyeons,/en/players/jaycer-lyeons/l0bh/overview,-,11,-,-
984,ra43,984,Maciej Rajski,/en/players/maciej-rajski/ra43/overview,-,11,-,-
985,tg52,985,Luca Tomasetto,/en/players/luca-tomasetto/tg52/overview,-,12,1,-
986,h0gc,986,Ali Habib,/en/players/ali-habib/h0gc/overview,-,13,-,-
987,t0g2,987,Mariano Tammaro,/en/players/mariano-tammaro/t0g2/overview,+1,14,-,-
988,d0cu,988,Daniel De Jonge,/en/players/daniel-de-jonge/d0cu/overview,-,14,-,-
989,f0ff,989,Philip Florig,/en/players/philip-florig/f0ff/overview,-,14,-,-
990,t0a0,990,Sheng Tang,/en/players/sheng-tang/t0a0/overview,-,15,-,-
991,cn44,991,Tomas Curras Abasolo,/en/players/tomas-curras-abasolo/cn44/overview,-,15,-,-
992,t0ch,992,Rafael Tosetto,/en/players/rafael-tosetto/t0ch/overview,-,16,-,-
993,i411,993,Johannes Ingildsen,/en/players/johannes-ingildsen/i411/overview,-2,20,-,-
994,dc83,994,Gabriel Donev,/en/players/gabriel-donev/dc83/overview,-,21,-,-
995,g0ff,995,Axel Garcian,/en/players/axel-garcian/g0ff/overview,-,21,-,-
996,p0ke,996,Valerio Perruzza,/en/players/valerio-perruzza/p0ke/overview,-,21,-,-
997,b0g6,997,Preston Brown,/en/players/preston-brown/b0g6/overview,-,21,1,-
998,s0ld,998,Keisuke Saitoh,/en/players/keisuke-saitoh/s0ld/overview,-,22,-,-
999,d0c2,999,Dax Donders,/en/players/dax-donders/d0c2/overview,-,24,-,-
1000,l0g3,1000,Aleksandr Lobanov,/en/players/aleksandr-lobanov/l0g3/overview,-,27,-,-
1001,g0mh,1001,Benjamin Thomas George,/en/players/benjamin-thomas-george/g0mh/overview,-,4,-,-
1002,lh70,1002,Kuan-Yi Lee,/en/players/kuan-yi-lee/lh70/overview,-,7,-,-
1003,k0em,1003,Matt Kuhar,/en/players/matt-kuhar/k0em/overview,-,8,-,-
1004,g0b1,1004,Perry Gregg,/en/players/perry-gregg/g0b1/overview,-,8,-,-
1005,m0i1,1005,Marcus McDaniel,/en/players/marcus-mcdaniel/m0i1/overview,-,8,-,-
1006,j0a6,1006,Scott Jones,/en/players/scott-jones/j0a6/overview,-,9,1,-
1007,h0ay,1007,George Houghton,/en/players/george-houghton/h0ay/overview,-,10,-,-
1008,k0bh,1008,Rimpei Kawakami,/en/players/rimpei-kawakami/k0bh/overview,-,10,-,-
1009,v993,1009,Eero Vasa,/en/players/eero-vasa/v993/overview,-,11,-,-
1010,m09m,1010,Ivan Marrero Curbelo,/en/players/ivan-marrero-curbelo/m09m/overview,-,12,-,-
1011,d09l,1011,Louis Dussin,/en/players/louis-dussin/d09l/overview,+2,14,-,-
1012,b0ql,1012,Brian Bozemoj,/en/players/brian-bozemoj/b0ql/overview,-,14,-,-
1013,sy31,1013,Ryan James Storrie,/en/players/ryan-james-storrie/sy31/overview,-,15,-,-
1014,c0i5,1014,Corban Crowther,/en/players/corban-crowther/c0i5/overview,-,17,-,-
1015,m0sb,1015,Koki Matsuda,/en/players/koki-matsuda/m0sb/overview,-,18,-,-
1016,l0id,1016,Jack Loge,/en/players/jack-loge/l0id/overview,-,18,-,-
1017,d0be,1017,Jesse Delaney,/en/players/jesse-delaney/d0be/overview,-,20,-,-
1018,t0hs,1018,Pablo Trochu,/en/players/pablo-trochu/t0hs/overview,-,20,-,-
1019,pm12,1019,Nicolas Parizzia,/en/players/nicolas-parizzia/pm12/overview,+1,20,-,-
1020,l0g1,1020,Noah Lopez,/en/players/noah-lopez/l0g1/overview,-,21,-,-
1021,ke85,1021,Kazuma Kawachi,/en/players/kazuma-kawachi/ke85/overview,-,22,-,-
1022,sy50,1022,Nitin Kumar Sinha,/en/players/nitin-kumar-sinha/sy50/overview,+1,22,-,-
1023,n830,1023,Johan Nikles,/en/players/johan-nikles/n830/overview,+8,4,-,-
1024,m0j2,1024,Pablo Masjuan Ginel,/en/players/pablo-masjuan-ginel/m0j2/overview,-,5,-,-
1025,t0bz,1025,Luciano Tacchi,/en/players/luciano-tacchi/t0bz/overview,-,5,-,-
1026,tg46,1026,Ryota Tanuma,/en/players/ryota-tanuma/tg46/overview,-,7,-,-
1027,m0rx,1027,Kenta Miyoshi,/en/players/kenta-miyoshi/m0rx/overview,-,8,-,-
1028,rh69,1028,Matthew Christopher Romios,/en/players/matthew-christopher-romios/rh69/overview,-,8,1,-
1029,d0hx,1029,Dylan Dietrich,/en/players/dylan-dietrich/d0hx/overview,-1,9,-,-
1030,a0jw,1030,Joaquin Aguilar Cardozo,/en/players/joaquin-aguilar-cardozo/a0jw/overview,+3,9,1,-
1031,c0jr,1031,Ioan Alexandru Chirita,/en/players/ioan-alexandru-chirita/c0jr/overview,-,11,-,-
1032,cd85,1032,Pablo Carreno Busta,/en/players/pablo-carreno-busta/cd85/overview,-,15,-,-
1033,b0a2,1033,Siddhant Banthia,/en/players/siddhant-banthia/b0a2/overview,-,15,-,-
1034,g0d2,1034,Andrea Gola,/en/players/andrea-gola/g0d2/overview,-,15,-,-
1035,h0gj,1035,Sean Hess,/en/players/sean-hess/h0gj/overview,-,16,-,-
1036,t0b4,1036,Naoki Tajima,/en/players/naoki-tajima/t0b4/overview,-,17,-,-
1037,g0b2,1037,Joshua Goodger,/en/players/joshua-goodger/g0b2/overview,-,18,-,-
1038,n0af,1038,Arvid Nordquist,/en/players/arvid-nordquist/n0af/overview,-,20,1,-
1039,s0in,1039,Woobin Shin,/en/players/woobin-shin/s0in/overview,-,24,-,-
1040,n724,1040,Gabriele Maria Noce,/en/players/gabriele-maria-noce/n724/overview,-,25,-,-
1041,bd80,1041,Attila Balazs,/en/players/attila-balazs/bd80/overview,-,2,-,-
1042,c977,1042,Marin Cilic,/en/players/marin-cilic/c977/overview,-,16,-,-
1043,ka98,1043,Bradley Klahn,/en/players/bradley-klahn/ka98/overview,-,2,-,-
1044,c0e0,1044,Robert Cash,/en/players/robert-cash/c0e0/overview,-,2,-,-
1045,g0jj,1045,Sebastian Gorzny,/en/players/sebastian-gorzny/g0jj/overview,-,5,-,-
1046,b0ov,1046,Petr Brunclik,/en/players/petr-brunclik/b0ov/overview,-,5,-,-
1047,g0bj,1047,Alejandro Garcia,/en/players/alejandro-garcia/g0bj/overview,-,6,-,-
1048,o0bq,1048,Karlis Ozolins,/en/players/karlis-ozolins/o0bq/overview,-,6,-,-
1049,s0vm,1049,Trevor Svajda,/en/players/trevor-svajda/s0vm/overview,-,6,-,-
1050,b0i0,1050,Alexander Bernard,/en/players/alexander-bernard/b0i0/overview,-,7,-,-
1051,k0m7,1051,Daniel Khazime,/en/players/daniel-khazime/k0m7/overview,-,7,-,-
1052,w0dd,1052,Cooper Williams,/en/players/cooper-williams/w0dd/overview,-1,7,-,-
1053,g0lg,1053,Yanis Ghazouani Durand,/en/players/yanis-ghazouani-durand/g0lg/overview,-,7,-,-
1054,a0dv,1054,Arda Azkara,/en/players/arda-azkara/a0dv/overview,-,7,-,-
1055,r0kd,1055,Mees Rottgering,/en/players/mees-rottgering/r0kd/overview,-,7,-,-
1056,z09x,1056,Zhao Zhao,/en/players/zhao-zhao/z09x/overview,-,8,-,-
1057,j0d5,1057,Hayden Jones,/en/players/hayden-jones/j0d5/overview,-,8,-,-
1058,m0i0,1058,Maxwell Mckennon,/en/players/maxwell-mckennon/m0i0/overview,-,9,-,-
1059,e0cl,1059,Ron Ellouck,/en/players/ron-ellouck/e0cl/overview,-,10,-,-
1060,p0gf,1060,Stijn Pel,/en/players/stijn-pel/p0gf/overview,-,11,-,-
1061,f0ck,1061,Andrew Fenty,/en/players/andrew-fenty/f0ck/overview,-,11,-,-
1062,r0hk,1062,Filippo Romano,/en/players/filippo-romano/r0hk/overview,-,11,-,-
1063,kg53,1063,Alexander Klintcharov,/en/players/alexander-klintcharov/kg53/overview,-,12,3,-
1064,c0nn,1064,Gianluca Cadenasso,/en/players/gianluca-cadenasso/c0nn/overview,-,12,-,-
1065,b0rn,1065,Kane Bonsach Ganley,/en/players/kane-bonsach-ganley/b0rn/overview,-,14,-,-
1066,i326,1066,Pruchya Isaro,/en/players/pruchya-isaro/i326/overview,-,15,-,-
1067,k0hb,1067,Szymon Kielan,/en/players/szymon-kielan/k0hb/overview,-8,15,-,-
1068,s09k,1068,Gorazd Srbljak,/en/players/gorazd-srbljak/s09k/overview,-,16,-,-
1069,y0a8,1069,Taiyo Yamanaka,/en/players/taiyo-yamanaka/y0a8/overview,-1,17,-,-
1070,s0e6,1070,Stijn Slump,/en/players/stijn-slump/s0e6/overview,-,17,-,-
1071,s0jh,1071,Filippo Speziali,/en/players/filippo-speziali/s0jh/overview,-,18,-,-
1072,o684,1072,Osgar O'Hoisin,/en/players/osgar-o'hoisin/o684/overview,-1,19,-,-
1073,a0an,1073,Cengiz Aksu,/en/players/cengiz-aksu/a0an/overview,-,19,-,-
1074,c0mx,1074,Dragos Nicolae Cazacu,/en/players/dragos-nicolae-cazacu/c0mx/overview,-,23,-,-
1075,mo55,1075,Lucas Miedler,/en/players/lucas-miedler/mo55/overview,-,1,-,-
1076,b0pk,1076,Jonah Braswell,/en/players/jonah-braswell/b0pk/overview,-,3,-,-
1077,i09u,1077,Rafael Izquierdo Luque,/en/players/rafael-izquierdo-luque/i09u/overview,-,4,-,-
1078,p0c1,1078,Karl Poling,/en/players/karl-poling/p0c1/overview,-,6,-,-
1079,b0j8,1079,Micah Braswell,/en/players/micah-braswell/b0j8/overview,-,6,-,-
1080,c0jt,1080,Robin Catry,/en/players/robin-catry/c0jt/overview,-,7,-,-
1081,hb83,1081,Mitchell Harper,/en/players/mitchell-harper/hb83/overview,-,8,-,-
1082,m09x,1082,Sina Moghimi,/en/players/sina-moghimi/m09x/overview,-,8,-,-
1083,fa42,1083,Carlo Alberto Fossati,/en/players/carlo-alberto-fossati/fa42/overview,-,10,-,-
1084,h0d1,1084,Adam Heinonen,/en/players/adam-heinonen/h0d1/overview,-,11,-,-
1085,b0iz,1085,Devin Badenhorst,/en/players/devin-badenhorst/b0iz/overview,-1,12,-,-
1086,l0ck,1086,Younes Lalami Laaroussi,/en/players/younes-lalami-laaroussi/l0ck/overview,-,13,-,-
1087,s0mj,1087,Thantub Suksumrarn,/en/players/thantub-suksumrarn/s0mj/overview,-,13,-,-
1088,p0ff,1088T,Lukas Palovic,/en/players/lukas-palovic/p0ff/overview,-,15,-,-
1089,p0hl,1088T,Pietro Pampanin,/en/players/pietro-pampanin/p0hl/overview,-,15,-,-
1090,m0ic,1090,Giannicola Misasi,/en/players/giannicola-misasi/m0ic/overview,-,16,-,-
1091,w0aj,1091,Seita Watanabe,/en/players/seita-watanabe/w0aj/overview,-,16,-,-
1092,b0lv,1092T,Michael Bassem Sobhy,/en/players/michael-bassem-sobhy/b0lv/overview,-,17,-,-
1093,tc87,1092T,Jonas Trinker,/en/players/jonas-trinker/tc87/overview,-,17,-,-
1094,mj01,1094T,Roberto Marcora,/en/players/roberto-marcora/mj01/overview,-,1,-,-
1095,s0de,1094T,Dhakshineswar Suresh,/en/players/dhakshineswar-suresh/s0de/overview,-,1,-,-
1096,v0dh,1096,Henry Von Der Schulenburg,/en/players/henry-von-der-schulenburg/v0dh/overview,-,3,-,-
1097,j09f,1097,Hendrik Jebens,/en/players/hendrik-jebens/j09f/overview,-,3,-,-
1098,a596,1098T,Pablo Andujar,/en/players/pablo-andujar/a596/overview,-,4,-,-
1099,p0me,1098T,Luca Preda,/en/players/luca-preda/p0me/overview,-,4,-,-
1100,a0iy,1100,Luis Carlos Alvarez,/en/players/luis-carlos-alvarez/a0iy/overview,-,4,-,-
1101,h0eq,1101,Casey Hoole,/en/players/casey-hoole/h0eq/overview,-,4,-,-
1102,a0ey,1102,Walid Ahouda,/en/players/walid-ahouda/a0ey/overview,-,4,-,-
1103,ch27,1103T,Hyeon Chung,/en/players/hyeon-chung/ch27/overview,-,5,-,-
1104,d0k3,1103T,Guillaume Dalmasso,/en/players/guillaume-dalmasso/d0k3/overview,-,5,-,-
1105,s0vo,1105,Pawit Sornlaksup,/en/players/pawit-sornlaksup/s0vo/overview,-,5,-,-
1106,d0i0,1106,Sebastian Dominko,/en/players/sebastian-dominko/d0i0/overview,-,6,-,-
1107,h09w,1107,Jordan Hasson,/en/players/jordan-hasson/h09w/overview,-,7,-,-
1108,p0lz,1108,Danil Panarin,/en/players/danil-panarin/p0lz/overview,-,7,-,-
1109,ch19,1109,Daniele Capecchi,/en/players/daniele-capecchi/ch19/overview,-,8,-,-
1110,s0w8,1110,Aryan Shah,/en/players/aryan-shah/s0w8/overview,-,8,-,-
1111,s0wt,1111T,Joel Josef Schwaerzler,/en/players/joel-josef-schwaerzler/s0wt/overview,-,9,-,-
1112,sx77,1111T,Isaiah Strode,/en/players/isaiah-strode/sx77/overview,-,9,-,-
1113,c0l4,1113T,Stylianos Christodoulou,/en/players/stylianos-christodoulou/c0l4/overview,-,9,-,-
1114,n0eg,1113T,Arthur Nagel,/en/players/arthur-nagel/n0eg/overview,-,9,-,-
1115,f0f0,1115,Romain Faucon,/en/players/romain-faucon/f0f0/overview,-,9,1,-
1116,wb23,1116,Warren Wood,/en/players/warren-wood/wb23/overview,-,10,-,-
1117,dg67,1117T,Milan Drinic,/en/players/milan-drinic/dg67/overview,-,10,-,-
1118,rd58,1117T,Dominik Recek,/en/players/dominik-recek/rd58/overview,-,10,-,-
1119,tg67,1119,Kristjan Tamm,/en/players/kristjan-tamm/tg67/overview,-2,10,-,-
1120,b0m9,1120T,Alessandro Bellifemine,/en/players/alessandro-bellifemine/b0m9/overview,-,11,-,-
1121,f0fh,1120T,David Fix,/en/players/david-fix/f0fh/overview,-,11,-,-
1122,f0bp,1122,Pietro Fellin,/en/players/pietro-fellin/f0bp/overview,-,11,-,-
1123,h0dp,1123,Seon Yong Han,/en/players/seon-yong-han/h0dp/overview,-,12,-,-
1124,h0hx,1124,Jan Hrazdil,/en/players/jan-hrazdil/h0hx/overview,-,12,-,-
1125,a0gq,1125T,Wissam Abderrahman,/en/players/wissam-abderrahman/a0gq/overview,-,12,-,-
1126,c0i0,1125T,Lucio Carnevalle,/en/players/lucio-carnevalle/c0i0/overview,-,12,-,-
1127,v0f6,1127T,Nicolas Villalon,/en/players/nicolas-villalon/v0f6/overview,-,15,-,-
1128,w0ax,1127T,Oscar Weightman,/en/players/oscar-weightman/w0ax/overview,-,15,-,-
1129,j540,1129,Elio Jose Ribeiro Lago,/en/players/elio-jose-ribeiro-lago/j540/overview,-,16,-,-
1130,e0di,1130T,Juan Estevez,/en/players/juan-estevez/e0di/overview,-,16,-,-
1131,s0lf,1130T,Leonid Sheyngezikht,/en/players/leonid-sheyngezikht/s0lf/overview,-,16,-,-
1132,bu32,1132,Lucas Bouquet,/en/players/lucas-bouquet/bu32/overview,-,17,-,-
1133,k0jb,1133,Nicolas Kobelt,/en/players/nicolas-kobelt/k0jb/overview,-,17,-,-
1134,c0fr,1134T,Federico Campana,/en/players/federico-campana/c0fr/overview,-,17,-,-
1135,i416,1134T,Yuichiro Inui,/en/players/yuichiro-inui/i416/overview,-,17,1,-
1136,m0qk,1136,Loann Massard,/en/players/loann-massard/m0qk/overview,-,18,-,-
1137,m0aa,1137,Cayetano March,/en/players/cayetano-march/m0aa/overview,-,18,1,-
1138,o560,1138,Juan Sebastian Osorio,/en/players/juan-sebastian-osorio/o560/overview,-,19,-,-
1139,z0bl,1139,Fares Zakaria,/en/players/fares-zakaria/z0bl/overview,-,21,1,-
1140,r0k9,1140,Charlie Robertson,/en/players/charlie-robertson/r0k9/overview,-,3,-,-
1141,c0pc,1141,James Connel,/en/players/james-connel/c0pc/overview,-,3,-,-
1142,o522,1142,Reilly Opelka,/en/players/reilly-opelka/o522/overview,-,4,-,-
1143,e09h,1143T,Jonas Eriksson Ziverts,/en/players/jonas-eriksson-ziverts/e09h/overview,-,4,-,-
1144,f0hi,1143T,Ryan Fishback,/en/players/ryan-fishback/f0hi/overview,-,4,-,-
1145,cc98,1145,Martin Cuevas,/en/players/martin-cuevas/cc98/overview,-,5,4,-
1146,m0ig,1146,Ezequiel Monferrer,/en/players/ezequiel-monferrer/m0ig/overview,-,6,-,-
1147,g0i4,1147,Mikhail Gorokhov,/en/players/mikhail-gorokhov/g0i4/overview,-,6,-,-
1148,i0bn,1148,Volodymyr Iakubenko,/en/players/volodymyr-iakubenko/i0bn/overview,-,6,-,-
1149,p0j3,1149T,Alexander Petrov,/en/players/alexander-petrov/p0j3/overview,-,7,-,-
1150,r0j0,1149T,Yannik Rahman,/en/players/yannik-rahman/r0j0/overview,-,7,1,-
1151,f0c0,1151,Chase Ferguson,/en/players/chase-ferguson/f0c0/overview,-,8,-,-
1152,s0lt,1152,Daniel Siniakov,/en/players/daniel-siniakov/s0lt/overview,-,8,-,-
1153,b0if,1153,Blu Baker,/en/players/blu-baker/b0if/overview,-,8,-,-
1154,f0hb,1154,Rodrigo Fernandes,/en/players/rodrigo-fernandes/f0hb/overview,+1,8,-,-
1155,b0t2,1155T,Jurriaan Bol,/en/players/jurriaan-bol/b0t2/overview,-,8,-,-
1156,c0lk,1155T,Carlo Alberto Caniato,/en/players/carlo-alberto-caniato/c0lk/overview,+2,8,-,-
1157,a09u,1157,Nicolas Alvarez Varona,/en/players/nicolas-alvarez-varona/a09u/overview,-,9,-,-
1158,rh45,1158,Tim Ruehl,/en/players/tim-ruehl/rh45/overview,-,9,-,-
